id,species,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68
1,Acer_Opalus,-0.03439112498246223,-0.04404294920542544,-0.0782342762751595,0.015090621347217103,0.014542126446383016,0.026259474880551918,0.012216559908871114,0.04306594127087139,0.026619777651437408,-0.024098667229411296,0.027783280059963982,0.002620831224098846,0.01863279769186551,-0.0017479260336040908,0.01306089667560727,0.02138012359835188,0.01992603175804855,0.008429917178598242,0.007447010121459726,-0.030099545765837493,-0.019252774772636774,0.029896782144676743,-0.001908395028695478,0.001157168779893032,0.0028349939692483986,-0.008898236716882542,-0.008122716426145975,-0.00886032313612982,-0.00411316529843484,0.015308368831431437,-0.017089906880761993,0.00567489994821329,-0.005409791051888856,0.009255330323225387,-0.01008459358014089,-0.0017774724616513601,0.006844505478612497,-0.007716122018756665,-0.008046976214722126,0.013979389092342653,0.00886978346035827,-0.0006551242482205935,-0.0025089954346267447,0.006681057538271751,0.006738689999320686,-0.011742120185825548,-0.0086019139019111,-0.004180110125090003,-0.012439895940078763,0.005531235841477479,-0.007259755988178469,0.005910738155424855,-0.0002946684836460551,0.00020985700940645628,-0.011289300195071723,0.014797997001143065,0.001590976588182276,0.009007575107621374,-0.008556978515819054,-0.0038705893777844116,-0.008196802980995682,-0.0010212406056892538,0.003668258833875692,-0.0015977140411074446,0.009924774798571899,0.0033295771336909817,-0.0070428013678524685,-0.008619444256062087
2,Pterocarya_Stenoptera,-0.09829026636502126,-0.07669713480791862,-0.016509723581992885,-0.01884241339995448,-0.009511789501887528,0.00615185495772842,0.028564113997984725,0.04821147197548299,-0.06275032851541275,0.012860290868258092,-0.014233768902407597,-0.03312105812930792,0.010684197783653,0.006056821802615588,-0.015720545541674295,0.0025921121010807325,0.03967636931861155,0.05214003056680909,-0.03774347838492038,0.07645667801620315,-0.014035391675487228,0.009019052228008598,0.0035567820914971663,-0.03191028194557548,0.01458111637930153,-0.03239159887272109,0.025805653167441808,0.007589358127597953,-0.003955562872253231,-0.008102597955222932,0.027273410485503784,-0.03853798390255887,-0.005850713178856766,0.0002571789127564765,0.03449652936206799,-0.0026755282614448006,-0.00473361713121602,-0.002231504969405977,-0.006781385873726675,0.0044097737004631914,0.004872458882163811,0.010817913835822547,-0.010743864518127826,-0.0075998820066458675,-0.004727453367579912,0.006730999446247604,-0.008282765402702846,0.012125673298911333,0.017011505122300367,0.01663357067142117,0.012844095598655028,-0.008221709590701292,0.024985151043167102,0.0030921522155057837,-0.016027112550368993,0.003514239584436857,-0.006875624094431715,-0.008044880236380529,-0.0005327174382357739,0.01596159595306079,-0.001211410724011574,0.0016589326854878526,-0.00961112439074496,0.004220518432850349,0.008701859998023241,0.002913027668608643,-0.009116485316414916,0.002588240017966941
3,Quercus_Hartwissiana,0.08714996276912045,-0.08400928763752305,0.07202059029031102,-0.01849212641503876,0.03881885319748229,0.02414117715183954,-0.07483146474925363,0.04964551664462995,-0.048841054485366776,-0.03014115232952686,0.10054115580500628,-0.047962708398999875,-0.01959492207071964,-0.005293956297691026,0.013048910720244543,0.06874978956526628,-0.03924555776295064,-0.028118628302675676,-0.028696506022968322,-0.047875385113692284,0.0392155130956571,0.020250613654393075,-0.01886052862224156,-0.03877971590992945,0.011387391427088202,0.006484496870029397,-0.003073890471472628,0.0008990221771695131,-0.0013706747532677044,0.02140356434588399,-0.016286423096316626,-0.007401722138411032,0.016191007181564708,-0.00676616826668676,-0.005327207027136376,-0.001176608183882395,-0.009036627262809146,0.030547789144912837,0.01368839412358617,-0.014596682100996558,0.0010759346663908327,0.0367549918745453,-0.02750384065111116,0.0037320635280767077,-0.0024336276783410477,0.013188266183871032,-0.011001189504935362,-0.005934023340745704,0.012929207331082108,-0.002887702518006507,0.0037392778378103775,0.002123425688495577,-0.008847276429883871,-0.007803575342387852,0.00734711928657237,-0.012339041088159806,-0.011918190346197191,-0.005925169812550348,0.0039055843591729784,0.0009243288601037274,-0.0011939195407261443,0.005902074898698631,0.003533808850910907,-0.013229588845154919,-0.011613766301233954,-0.00034359661714426245,-0.0036566726995841963,-0.002099341072643817
5,Tilia_Tomentosa,-0.09514429055751147,-0.08783440884211512,-0.069638520343711,-0.005416141749127955,0.06737774476272577,0.05595321024644834,0.0799939031607253,0.033601168298586365,-0.06007874690501949,0.005913479991563604,-0.060070120609700156,0.030866496689880348,-0.02324536354396316,-0.038752543254656754,-0.04557190822046587,0.007896196423562377,0.005937781857491823,0.035105549144334704,0.0019591570332264476,-0.010264760544790608,0.027468117079073682,0.030265719802003266,0.03821064475699091,-0.02724063714265819,0.021248577609131982,-0.016479015191691485,0.01930091484861987,-0.025321599060950672,-0.013122171248119324,0.02643849194310126,-0.022305046687046495,-0.018061001622944262,-0.020792904734425462,0.00565504645924293,-0.019972411939536326,-0.009709061669865153,0.015738387329859462,0.022552369001263065,0.015792187293818104,0.01062127957652015,0.02079414231330272,-0.009159326501139655,0.007012521842188265,0.007381520414859139,0.0002103417209044784,0.003936449290942797,-0.010555276651767644,0.020307148576669248,-0.019900294111441938,-0.013989920113222991,-0.011358077920998475,0.012351239238081527,-0.0034025879381598535,-0.013790156668382365,0.0037074672917855075,0.0038969502671463395,0.010345029518160374,-0.01072582067455479,0.0016896871476560864,0.004286593347854502,0.010655376970867115,-0.007831109494122341,-0.011450273838303953,-0.005778998790336992,0.006530170783992975,-0.00885957778851271,0.007973018340560994,-0.0037567508284123818
6,Quercus_Variabilis,0.08799246320245854,-0.07920410144778255,0.014859195709943556,0.016285093618734942,0.08610918576990637,-0.009683112714844852,-0.08332019702560128,-0.01333818390427035,0.014871130225080308,0.040678501990954616,0.015377206700607137,0.03138302368901094,-0.04455294643310053,-0.01775748699004225,0.005687595228854221,-0.021308755339545852,-0.005765057231403336,0.03373478048511823,-0.010948993492917093,-0.011344191040296556,-0.01624808413714131,0.0271509926037199,0.03640345240752415,0.004964749129156193,0.008214824018240781,-0.019414151930748354,-0.0037323850666438705,0.0015278692752646063,-0.03666205111471343,0.0020401947285627916,0.043899136879625565,-0.025623076475759933,-0.025512778637617924,-0.006497727339633059,-0.05135148216403731,0.001374934884279591,0.006255527784030692,-0.025968314924580207,0.006603568166343348,0.02873916102762119,0.03643079782696212,0.01189622277268341,0.02574131910308704,-0.011453900511253483,0.020786199033931564,-0.012581328610035095,0.0012594386838272393,-0.005664938898363965,0.004925132279992795,-0.015673265948688724,0.014057713733633351,0.009577278957322037,-0.0027035777076367734,0.005076253496948295,0.0003975766779847104,-0.01884306804395272,0.0035739581882824408,-0.00353551112654655,-0.024529091302624713,-0.010455569373301044,-0.010061529600735617,-0.004275071619395495,0.008088097710592594,-0.013905626747434343,-0.002736541004608305,-0.004434581937843463,-0.0005126314691234316,0.0020255999026228926
8,Magnolia_Salicifolia,0.2448651654373204,0.07300919154592819,0.0806469151335011,-0.09974540154869595,-0.017112039084626263,0.04270387990326334,0.023398863941579445,0.05364990298202129,0.032894557019934795,-0.010506590006166352,-0.0013652943226585977,-0.01909314417324221,-0.011087575473864155,-0.021309557244515172,-0.045373746196779696,-0.021461448639183835,-0.003606847599250317,-0.03304511133874306,-0.0050930955556046185,0.022145862097547653,0.00959929904475978,-0.01883134920044,0.0049017883295892194,0.021418507922489664,-0.004022919070137177,-0.0012977094657478136,-0.006315016541298158,-0.005348496344514493,-0.005842073692839392,0.002038507255247106,0.008685228192816535,-0.019208879965517175,0.0016883517812172873,-0.013201113503171803,0.004310200211769077,-0.03022866037299903,-0.012385591253393485,0.006009760079401857,-0.011611575056922696,-0.008696063351639718,-0.00936460597103017,-0.009589318238779173,0.0028487926596082558,0.0038943447619619034,-0.017076103638378824,-0.013170320707819568,-0.016435968346261744,0.004125329205864958,-0.013861435811853338,0.005601305161092663,0.011663877866843442,-0.004477915081636143,0.004197766982586928,0.005204926581757386,-0.012932535066232395,-0.005870155110984646,-0.006814516860776823,0.006767566168732251,0.0013035080058559762,0.016537884314674848,0.006869046430810406,-0.006056999814513625,0.003439811515329625,0.010253347938432902,2.144325795458342e-05,0.010059394521839458,0.0006049563407601852,-0.008146034550476917
10,Quercus_Canariensis,0.08622377276895331,-0.031970559360269754,0.0021011177712157293,0.020887151479906465,-0.0013265650152621397,-0.02919769854585609,-0.07068411786901371,0.03801142276408048,-0.053664714212051406,0.004256358751672677,0.0438720326148317,0.009095635603033976,-0.032562766680817735,0.028688660872647338,0.033982332072589445,0.05650335744798503,-0.02594398824738386,-0.019998996507229125,0.0034070665031944716,-0.013126020286140879,0.027322681523024337,-0.038773533140172595,-0.0032717471384916237,-0.0008242139339162616,-0.01206275682920275,0.009968965936850255,0.02427536795284764,-0.010012174733116712,-0.01880244781720876,-0.022381513910990858,0.006212117592665774,-0.0032605648694685797,0.012811783975849771,-0.0010646344318307561,-0.009428428535061225,0.03225840894889889,0.019091671084298014,-0.01350821345060502,0.01096397840267102,-0.012296483542659895,-0.01378002682031214,0.0085334392002027,0.024582754167852064,-0.017324449992470924,-0.025998838117296787,-0.004556078803459844,0.00547261772445066,0.008889817694670177,-0.005928908348749987,0.01911138943267939,0.0044763701235690755,0.013980769716082364,-0.01025570247641137,-0.002794653541349174,0.015604761827209058,-0.011662324928211149,-0.01785320260041714,-0.001455207927741332,0.009744697394443377,0.011685918037566708,-0.0065027323779511485,0.012231501802475004,0.0032216606476557436,0.013354328816492846,-0.0018488544455563213,-0.007366952074908889,0.001767165724431171,-0.006736260222383624
11,Quercus_Rubra,0.023029340979974305,-0.0667833279784181,0.06344573606744058,0.023855169814149174,-0.015421851618345321,-0.10052942111571446,0.01235730882721369,-0.09149342129677941,-0.00424462924575521,0.014159327378004653,0.013449164667478173,0.051383993989858545,-0.0030596291885082384,-0.014810008164153881,-0.025580179728115358,-0.0024045460609742188,-0.01002363537207972,-0.009624145739220522,0.00989062378639408,0.009205345625573413,0.033852198303635506,0.028958138902793834,0.006917729033097766,0.012616655149699658,-0.0021726969011394023,-0.017641362262036487,-0.0023714762928582008,0.03809325314482782,-0.00601190918590673,0.005027504825341964,0.012807282364902417,-0.001738796945531614,0.008343030787652353,0.0026855870595709746,-0.010686228646577402,0.03539748671030711,-0.010322828335823138,0.030440441018335138,-0.007868437939265303,0.03473986834517361,-0.008854981739702653,-0.01594650248000483,-0.017359544620941223,0.019614172798920106,0.008032289531051912,-0.004019956057375015,0.010669686145109328,0.010281705606892138,-0.007355860534328409,-0.0014329808260913457,0.0036579171863224827,-0.01598346319231333,-0.015309252483818439,0.00830181566138133,0.005691541939066676,-0.01299372149981835,-0.012149594494687839,-0.001349083357211955,0.010125660898712663,-0.017214203251326707,-0.007150624723246346,0.0016784424351437878,0.004767405760452467,0.022319301202830894,0.005909889958039458,-0.007104209744261701,-0.011975721452391803,0.0010772593141851515
14,Quercus_Brantii,-0.0658263561444853,-0.09628162547730476,-0.07344020872514888,0.03306321340122043,0.03189158279066426,0.021156810939043636,0.025026571453794968,0.05710354672425201,0.04865944152336986,-0.03965982639358329,0.03648903722352394,0.07426787040439482,0.004289035253258977,0.013087225408018353,0.0027530531182419415,0.01584079835038988,-0.015548764226350218,-0.039410791900266626,0.004076166600596091,0.039319985782414385,-0.005468908767127409,0.011033001895536602,0.005827697372920885,-0.003149829742571329,-0.012166190843885753,-0.01572015890669495,0.0030438563839731373,-0.02683387278502557,-0.031772675406853614,0.03801398487648962,0.01614017021811167,0.0022209678793601775,0.011172011980334122,-0.0033569688416769427,-0.01928944221519776,-0.0022576875042863483,-0.005220459180434973,0.020052521566299483,0.0090023746061666,-0.016613094514416296,0.028716946945315455,0.001634572054701373,-0.012980131280775053,-0.023667161018234722,-0.0033690780230661607,0.002539370571549716,-0.003639677800029816,-0.0021880743626274853,-0.0011265894277664266,0.005005649995637969,-0.014791676998436113,-0.042595399585338825,-0.0006725981230867338,-0.01586049960626697,0.0005848920433979748,0.01547926857145213,0.0289040352638991,-0.0015999152197961322,-0.00989671233035574,0.0037450524243568964,0.02117560472448095,0.008714442036414565,0.0038237394811310196,-0.0077651920360143605,0.0009737409687374592,-0.013604659331038,-0.002877052907246357,-0.010734992732524129
15,Salix_Fragilis,-0.1859020292145448,0.09589434784973579,0.18488317583166936,0.09362176918518636,0.08816523198912837,0.0021730062482200763,-0.0035593464068093827,0.031874486906213466,-0.010466711484783574,-0.015714603435914163,-0.03542635920894043,-0.04714096608366567,-0.0050246086957715895,0.03268644518607633,-0.030758566919588615,-0.011536617232696387,0.04475505551944919,0.07729962956400924,0.03781890152977754,-0.019551380962938233,-0.0394915263437498,-0.00543150570785471,0.009610760060703155,-0.019572005568820647,-0.01226807777311992,-0.023160685602695404,0.028384304707022478,-0.0016915161164523785,-0.05873641289201772,0.02305886097851671,0.011878088802328818,0.027206446832085847,-0.016132355173982267,0.01341257384494454,-0.013526895550956401,0.015565709171949603,0.027823193022806877,-0.017940715336354635,0.01666051714607975,-0.010834776001523766,-0.0054031274776624,0.00324562406528117,-0.007057594806072565,0.029340189200487095,0.022676124719742716,-0.014499381041028261,0.007247802956326968,-0.03313876173991987,-0.017321753732712438,0.013765486203965897,0.023692947862373512,-0.0004240916557050984,0.008185239503469605,-0.0038779967570984606,0.0069781213951743545,-0.0144119247628359,0.01719194538967401,0.0066183324112679175,0.013166452521509317,0.007434468127055335,-0.00401066325200956,-0.011519108825015634,-0.008686690560950327,-0.007913971004562493,0.0034538090148450856,-0.007237225792956404,0.015921121317886908,-0.0021739088199429373
